Gene stable ID	UniProtKB/Swiss-Prot ID
WBGene00004682	
WBGene00004684	
WBGene00004698	Q23121
WBGene00004699	Q23120
WBGene00004700	Q9NEW6
WBGene00004701	Q09511
WBGene00004702	Q10021
WBGene00004703	Q18409
WBGene00004704	O01159
WBGene00004705	
WBGene00004706	
WBGene00004719	Q19469
WBGene00004721	
WBGene00004723	Q09442
WBGene00004726	P34402
WBGene00004727	Q2L6W9
WBGene00004728	
WBGene00004729	G5EBF1
WBGene00004732	
WBGene00004735	
WBGene00004736	
WBGene00004737	Q19325
WBGene00004738	Q19555
WBGene00004739	
WBGene00004740	O76411
WBGene00004742	
WBGene00004743	
WBGene00004744	
WBGene00004745	P24349
WBGene00004746	G5EBL3
WBGene00004747	P34706
WBGene00004748	G5EGA9
WBGene00004749	P50605
WBGene00004749	
WBGene00004750	O02073
WBGene00004751	
WBGene00004752	Q22706
WBGene00004753	Q9XWS2
WBGene00004754	
WBGene00004755	
WBGene00004756	
WBGene00004758	G5EDF7
WBGene00004759	
WBGene00004760	Q19317
WBGene00004762	G5ECQ3
WBGene00004764	
WBGene00004765	Q09260
WBGene00004766	O17528
WBGene00004767	Q93794
WBGene00004768	Q20798
WBGene00004769	P52166
WBGene00004771	Q8T3B9
WBGene00004773	
WBGene00004774	P29355
WBGene00004775	G5ED39
WBGene00004776	
WBGene00004777	O02213
WBGene00004777	
WBGene00004778	
WBGene00004779	
WBGene00004780	
WBGene00004781	Q22795
WBGene00004781	
WBGene00004782	Q18221
WBGene00004783	
WBGene00004786	P41830
WBGene00004787	Q9N5N8
WBGene00004787	
WBGene00004788	Q18864
WBGene00004789	Q2PJ68
WBGene00004790	
WBGene00004793	
WBGene00004795	Q9GZC8
WBGene00004796	G5EEV9
WBGene00004798	Q20363
WBGene00004800	Q21921
WBGene00004800	
WBGene00004801	Q20480
WBGene00004802	Q20481
WBGene00004803	Q95Q89
WBGene00004804	P34707
WBGene00004804	
WBGene00004806	Q22836
WBGene00004807	G5ECU1
WBGene00004808	
WBGene00004809	
WBGene00004810	
WBGene00004811	
WBGene00004812	
WBGene00004813	
WBGene00004814	
WBGene00004815	
WBGene00004816	
WBGene00004818	
WBGene00004819	
WBGene00004820	
WBGene00004821	
WBGene00004822	
WBGene00004823	
WBGene00004824	
WBGene00004825	
WBGene00004826	
WBGene00004827	
WBGene00004829	
WBGene00004830	Q95V25
WBGene00004830	
WBGene00004831	
WBGene00004854	G5EFX6
WBGene00004855	
WBGene00004856	Q02330
WBGene00004857	P45896
WBGene00004858	P45897
WBGene00004858	
WBGene00004859	G5EBT1
WBGene00004860	Q09488
WBGene00004862	
WBGene00004873	B2FDA8
WBGene00004874	Q20060
WBGene00004875	O02655
WBGene00004876	Q21434
WBGene00004877	Q21433
WBGene00004878	Q95XG8
WBGene00004879	O01510
WBGene00004880	O76512
WBGene00004881	
WBGene00004882	
WBGene00004883	
WBGene00004884	
WBGene00004885	
WBGene00004886	
WBGene00004887	
WBGene00004888	P55853
WBGene00004889	Q17330
WBGene00004889	
WBGene00004890	
WBGene00004891	
WBGene00004892	Q9U3D4
WBGene00004892	
WBGene00004893	Q20735
WBGene00004894	Q965Q4
WBGene00004894	
WBGene00004895	G5EEG7
WBGene00004896	Q9N4U5
WBGene00004897	O02495
WBGene00004898	
WBGene00004899	P34351
WBGene00004900	
WBGene00004901	
WBGene00004902	G5EBN9
WBGene00004904	G5EBM5
WBGene00004905	O76689
WBGene00004906	
WBGene00004908	
WBGene00004909	
WBGene00004910	
WBGene00004911	
WBGene00004912	O76735
WBGene00004913	
WBGene00004914	Q17348
WBGene00004915	P91918
WBGene00004916	Q10013
WBGene00004916	
WBGene00004917	Q18786
WBGene00004918	P34659
WBGene00004919	Q9XTU6
WBGene00004920	Q9N4G9
WBGene00004921	P34693
WBGene00004921	
WBGene00004922	K8FE10
WBGene00004923	
WBGene00004924	
WBGene00004925	
WBGene00004926	
WBGene00004927	
WBGene00004928	G5EDJ4
WBGene00004929	Q22875
WBGene00004929	
WBGene00004930	P34697
WBGene00004931	P31161
WBGene00004932	P41977
WBGene00004933	P34461
WBGene00004933	
WBGene00004944	Q93212
WBGene00004945	Q965H3
WBGene00004945	
WBGene00004946	Q9N4G4
WBGene00004946	
WBGene00004947	Q9N5D3
WBGene00004949	Q21305
WBGene00004949	
WBGene00004950	
WBGene00004951	
WBGene00004952	
WBGene00004953	P91870
WBGene00004954	
WBGene00004955	P91349
WBGene00004958	Q01608
WBGene00004959	
WBGene00004960	Q95PZ9
WBGene00004962	O01798
WBGene00004963	Q9TVY6
WBGene00004964	Q5FC64
WBGene00004965	P54217
WBGene00004966	
WBGene00004969	
WBGene00004971	P34890
WBGene00004972	Q10579
WBGene00004973	P54218
WBGene00004974	
WBGene00004975	Q23288
WBGene00004975	
WBGene00004976	
WBGene00004978	Q9N3T5
WBGene00004979	
WBGene00004980	Q03563
WBGene00004980	
WBGene00004981	Q9Y194
WBGene00004984	
WBGene00004985	Q22236
WBGene00004985	
WBGene00004986	
WBGene00004987	
WBGene00004988	
WBGene00004989	
WBGene00004990	
WBGene00004991	
WBGene00004992	
WBGene00004993	
WBGene00004994	
WBGene00004995	
WBGene00004996	Q10018
WBGene00004996	
WBGene00004997	
WBGene00004998	
WBGene00004999	
WBGene00005000	
WBGene00005001	
WBGene00005002	
WBGene00005003	
WBGene00005004	
WBGene00005005	
WBGene00005006	Q18919
WBGene00005007	Q18240
WBGene00005007	
WBGene00005008	Q17768
WBGene00005009	O17582
WBGene00005010	Q9XWP6
WBGene00005011	
WBGene00005012	
WBGene00005013	
WBGene00005014	Q9TZ93
WBGene00005015	Q21338
WBGene00005016	P12114
WBGene00005017	
WBGene00005018	P08124
WBGene00005018	
WBGene00005019	
WBGene00005020	Q9N491
WBGene00005021	P34548
WBGene00005022	Q19905
WBGene00005023	Q7Z1Z1
WBGene00005023	
WBGene00005024	Q965Q8
WBGene00005024	
WBGene00005025	Q18779
WBGene00005026	Q09363
WBGene00005027	Q09203
WBGene00005028	Q09204
WBGene00005029	Q09205
WBGene00005030	Q09206
WBGene00005032	Q09208
WBGene00005033	Q09209
WBGene00005034	Q09210
WBGene00005035	Q09212
WBGene00005036	Q20405
WBGene00005037	Q20411
WBGene00005038	Q20410
WBGene00005039	Q20618
WBGene00005040	
WBGene00005043	O17842
WBGene00005044	O18689
WBGene00005046	O17844
WBGene00005047	O18690
WBGene00005048	O17846
WBGene00005049	O62367
WBGene00005050	O62368
WBGene00005051	O17847
WBGene00005052	
WBGene00005053	Q19549
WBGene00005054	Q19550
WBGene00005055	Q19552
WBGene00005056	
WBGene00005057	Q18881
WBGene00005058	Q10934
WBGene00005059	Q10935
WBGene00005060	Q10936
WBGene00005061	
WBGene00005062	
WBGene00005063	
WBGene00005064	
WBGene00005065	O62420
WBGene00005066	Q95ZY0
WBGene00005067	Q95ZY1
WBGene00005068	Q95ZY2
WBGene00005070	Q95ZY4
WBGene00005071	P54141
WBGene00005072	P54142
WBGene00005073	P83260
WBGene00005076	P46506
WBGene00005077	G5EE56
WBGene00005078	O45539
WBGene00005079	Q19992
WBGene00005080	Q21767
WBGene00005081	O17240
WBGene00005082	
WBGene00005083	
WBGene00005085	Q17760
WBGene00005086	
WBGene00005087	
WBGene00005088	
WBGene00005089	
WBGene00005090	
WBGene00005091	
WBGene00005093	
WBGene00005094	
WBGene00005095	
WBGene00005096	P92001
WBGene00005097	P92002
WBGene00005098	
WBGene00005099	
WBGene00005101	
WBGene00005103	P91210
WBGene00005104	P92015
WBGene00005105	
WBGene00005106	O17956
WBGene00005107	
WBGene00005108	P91209
WBGene00005109	P91211
WBGene00005110	O01608
WBGene00005111	O01609
WBGene00005112	Q19975
WBGene00005113	
WBGene00005114	
WBGene00005116	
WBGene00005117	
WBGene00005118	Q19509
WBGene00005119	O17821
WBGene00005120	
WBGene00005121	
WBGene00005122	O17823
WBGene00005123	Q19505
WBGene00005124	Q19508
WBGene00005125	Q19507
WBGene00005126	O17822
WBGene00005127	
WBGene00005128	Q19474
WBGene00005129	Q19473
WBGene00005131	
WBGene00005132	
WBGene00005133	Q09572
WBGene00005134	
WBGene00005135	
WBGene00005136	Q19061
WBGene00005137	
WBGene00005138	
WBGene00005140	O17800
WBGene00005141	
WBGene00005142	
WBGene00005143	
WBGene00005144	
WBGene00005145	
WBGene00005146	
WBGene00005147	
WBGene00005148	
WBGene00005149	Q09213
WBGene00005150	Q09273
WBGene00005153	Q93890
WBGene00005153	
WBGene00005159	P46570
WBGene00005160	P46571
WBGene00005161	P46572
WBGene00005162	P54126
WBGene00005163	P54127
WBGene00005164	P54128
WBGene00005165	P54129
WBGene00005166	P46565
WBGene00005167	P46566
WBGene00005168	P46568
WBGene00005169	P46569
WBGene00005170	P46567
WBGene00005171	P91275
WBGene00005172	Q18428
WBGene00005173	O17819
WBGene00005174	O17820
WBGene00005177	P91535
WBGene00005178	
WBGene00005179	
WBGene00005180	
WBGene00005181	
WBGene00005182	
WBGene00005183	
WBGene00005184	
WBGene00005185	
WBGene00005186	
WBGene00005187	O45150
WBGene00005188	O61892
WBGene00005189	
WBGene00005190	O01538
WBGene00005191	
WBGene00005193	
WBGene00005194	
WBGene00005195	
WBGene00005196	
WBGene00005197	
WBGene00005198	
WBGene00005199	
WBGene00005201	
WBGene00005202	
WBGene00005203	P91994
WBGene00005204	O17699
WBGene00005205	
WBGene00005207	
WBGene00005208	
WBGene00005210	O16974
WBGene00005211	
WBGene00005212	
WBGene00005213	
WBGene00005214	
WBGene00005215	
WBGene00005216	
WBGene00005217	
WBGene00005218	
WBGene00005219	
WBGene00005221	
WBGene00005222	
WBGene00005223	
WBGene00005224	
WBGene00005225	
WBGene00005226	Q19258
WBGene00005227	
WBGene00005228	
WBGene00005229	
WBGene00005230	
WBGene00005231	
WBGene00005233	
WBGene00005234	
WBGene00005236	
WBGene00005237	
WBGene00005240	
WBGene00005241	
WBGene00005242	
WBGene00005243	
WBGene00005244	
WBGene00005245	
WBGene00005246	
WBGene00005247	
WBGene00005248	
WBGene00005249	
WBGene00005250	
WBGene00005251	
WBGene00005253	
WBGene00005254	
WBGene00005255	
WBGene00005256	
WBGene00005257	
WBGene00005258	
WBGene00005259	
WBGene00005260	
WBGene00005261	
WBGene00005262	
WBGene00005263	
WBGene00005264	
WBGene00005265	
WBGene00005267	
WBGene00005268	
WBGene00005269	
WBGene00005270	
WBGene00005271	
WBGene00005272	
WBGene00005273	
WBGene00005274	
WBGene00005275	
WBGene00005278	
WBGene00005279	
WBGene00005280	
WBGene00005281	
WBGene00005282	
WBGene00005283	
WBGene00005284	
WBGene00005285	
WBGene00005288	
WBGene00005289	
WBGene00005290	
WBGene00005291	
WBGene00005292	
WBGene00005293	P91536
WBGene00005294	
WBGene00005295	
WBGene00005296	
WBGene00005297	
WBGene00005299	
WBGene00005300	
WBGene00005301	
WBGene00005303	
WBGene00005304	
WBGene00005306	
WBGene00005308	
WBGene00005309	
WBGene00005310	
WBGene00005313	
WBGene00005315	
WBGene00005316	
WBGene00005317	
WBGene00005318	
WBGene00005319	
WBGene00005321	
WBGene00005323	
WBGene00005324	
WBGene00005328	
WBGene00005330	
WBGene00005331	
WBGene00005332	
WBGene00005334	
WBGene00005335	
WBGene00005337	
WBGene00005338	
WBGene00005339	
WBGene00005340	
WBGene00005341	
WBGene00005342	
WBGene00005344	
WBGene00005345	
WBGene00005346	
WBGene00005347	
WBGene00005348	
WBGene00005349	
WBGene00005350	
WBGene00005351	
WBGene00005352	
WBGene00005353	
WBGene00005354	
WBGene00005355	
WBGene00005356	
WBGene00005357	
WBGene00005358	
WBGene00005359	
WBGene00005361	
WBGene00005362	
WBGene00005363	
WBGene00005364	
WBGene00005365	
WBGene00005370	
WBGene00005375	
WBGene00005382	
WBGene00005383	
WBGene00005385	
WBGene00005386	
WBGene00005387	
WBGene00005388	
WBGene00005389	
WBGene00005390	
WBGene00005392	
WBGene00005393	
WBGene00005394	
WBGene00005395	
WBGene00005396	
WBGene00005397	
WBGene00005398	
WBGene00005399	
WBGene00005400	
WBGene00005401	
WBGene00005402	
WBGene00005404	
WBGene00005405	
WBGene00005406	
WBGene00005407	
WBGene00005408	
WBGene00005410	
WBGene00005411	
WBGene00005412	
WBGene00005414	
WBGene00005415	
WBGene00005416	
WBGene00005417	
WBGene00005418	
WBGene00005419	
WBGene00005421	
WBGene00005422	
WBGene00005423	
WBGene00005424	
WBGene00005425	
WBGene00005426	
WBGene00005427	
WBGene00005428	
WBGene00005429	
WBGene00005430	
WBGene00005432	
WBGene00005433	
WBGene00005435	
WBGene00005436	
WBGene00005437	
WBGene00005439	
WBGene00005440	
WBGene00005441	
WBGene00005442	
WBGene00005443	
WBGene00005444	
WBGene00005446	
WBGene00005447	
WBGene00005448	
WBGene00005449	
WBGene00005450	
WBGene00005451	
WBGene00005452	
WBGene00005453	
WBGene00005454	
WBGene00005456	
WBGene00005457	
WBGene00005458	
WBGene00005461	
WBGene00005463	
WBGene00005464	
WBGene00005470	
WBGene00005471	
WBGene00005472	
WBGene00005474	
WBGene00005475	
WBGene00005476	
WBGene00005477	
WBGene00005478	
WBGene00005479	
WBGene00005480	
WBGene00005481	
WBGene00005482	
WBGene00005484	
WBGene00005486	
WBGene00005487	
WBGene00005488	
WBGene00005489	
WBGene00005490	
WBGene00005491	
WBGene00005492	
WBGene00005493	
WBGene00005494	
WBGene00005495	
WBGene00005496	
WBGene00005497	
WBGene00005499	
WBGene00005500	
WBGene00005501	
WBGene00005502	
WBGene00005503	
WBGene00005504	
WBGene00005505	
WBGene00005507	
WBGene00005508	
WBGene00005509	
WBGene00005512	
WBGene00005513	
WBGene00005514	
WBGene00005516	
WBGene00005517	
WBGene00005518	
WBGene00005519	
WBGene00005521	
WBGene00005522	
WBGene00005523	
WBGene00005524	
WBGene00005525	
WBGene00005526	
WBGene00005527	
WBGene00005528	
WBGene00005529	
WBGene00005530	
WBGene00005531	
WBGene00005532	
WBGene00005533	
WBGene00005536	
WBGene00005537	
WBGene00005538	
WBGene00005539	
WBGene00005540	
WBGene00005541	
WBGene00005542	
WBGene00005543	
WBGene00005544	
WBGene00005545	
WBGene00005546	
WBGene00005548	
WBGene00005549	
WBGene00005550	
WBGene00005551	
WBGene00005552	
WBGene00005554	
WBGene00005555	
WBGene00005557	
WBGene00005558	
WBGene00005559	
WBGene00005560	
WBGene00005562	
WBGene00005563	
WBGene00005565	
WBGene00005566	
WBGene00005569	
WBGene00005572	
WBGene00005573	
WBGene00005574	
WBGene00005575	
WBGene00005577	
WBGene00005578	
WBGene00005579	
WBGene00005581	
WBGene00005582	
WBGene00005583	
WBGene00005584	
WBGene00005585	
WBGene00005586	
WBGene00005589	
WBGene00005590	
WBGene00005591	
WBGene00005592	
WBGene00005593	
WBGene00005594	
WBGene00005595	
WBGene00005596	
WBGene00005597	
WBGene00005598	
WBGene00005599	
WBGene00005601	
WBGene00005602	
WBGene00005603	
WBGene00005606	
WBGene00005607	
WBGene00005608	
WBGene00005609	
WBGene00005610	
WBGene00005611	
WBGene00005612	
WBGene00005613	
WBGene00005614	
WBGene00005615	
WBGene00005616	
WBGene00005617	
WBGene00005618	
WBGene00005621	
WBGene00005622	O16975
WBGene00005623	
WBGene00005624	
WBGene00005625	
WBGene00005626	
WBGene00005627	
WBGene00005628	
WBGene00005629	
WBGene00005631	
WBGene00005632	
WBGene00005633	
WBGene00005634	
WBGene00005635	
WBGene00005638	
WBGene00005639	
WBGene00005640	
WBGene00005641	
WBGene00005642	
WBGene00005643	
WBGene00005644	
WBGene00005647	
WBGene00005648	
WBGene00005649	
WBGene00005652	
WBGene00005653	
WBGene00005654	
WBGene00005655	
WBGene00005657	
WBGene00005658	
WBGene00005659	
WBGene00005660	
WBGene00005661	
WBGene00005662	
WBGene00005663	Q18678
WBGene00005664	
WBGene00005665	
WBGene00005666	
WBGene00005667	
WBGene00005669	
WBGene00005670	
WBGene00005671	
WBGene00005672	
WBGene00005674	
WBGene00005675	
WBGene00005676	
WBGene00005678	
WBGene00005679	
WBGene00005680	
WBGene00005681	
WBGene00005682	
WBGene00005683	
WBGene00005684	
WBGene00005685	
WBGene00005686	
WBGene00005687	
WBGene00005688	
WBGene00005689	P83502
WBGene00005689	
WBGene00005690	
WBGene00005691	
WBGene00005692	
WBGene00005693	
WBGene00005694	
WBGene00005698	
WBGene00005699	
WBGene00005700	
WBGene00005701	
WBGene00005702	
WBGene00005703	
WBGene00005705	
WBGene00005707	
WBGene00005708	
WBGene00005710	
WBGene00005711	
WBGene00005712	P46564
WBGene00005713	
WBGene00005714	
WBGene00005715	
WBGene00005716	
WBGene00005717	
WBGene00005718	
WBGene00005719	
WBGene00005720	
WBGene00005721	
WBGene00005722	
WBGene00005723	
WBGene00005724	
WBGene00005725	
WBGene00005726	
WBGene00005727	
WBGene00005728	
WBGene00005730	
WBGene00005732	
WBGene00005733	
WBGene00005735	
WBGene00005736	
WBGene00005737	
WBGene00005738	
WBGene00005739	
WBGene00005740	
WBGene00005741	
WBGene00005742	
WBGene00005743	
WBGene00005744	
WBGene00005745	
WBGene00005748	
WBGene00005749	
WBGene00005750	
WBGene00005751	
WBGene00005753	
WBGene00005754	
WBGene00005755	
WBGene00005756	
WBGene00005757	
WBGene00005758	
WBGene00005759	
WBGene00005760	
WBGene00005761	
WBGene00005762	
WBGene00005763	
WBGene00005764	
WBGene00005766	
WBGene00005767	
WBGene00005768	
WBGene00005769	
WBGene00005770	
WBGene00005771	
WBGene00005773	
WBGene00005776	
WBGene00005778	
WBGene00005779	
WBGene00005780	
WBGene00005781	
WBGene00005782	
WBGene00005783	
WBGene00005785	
WBGene00005786	
WBGene00005787	
WBGene00005788	
WBGene00005789	
WBGene00005790	
WBGene00005791	
WBGene00005795	
WBGene00005798	
WBGene00005800	
WBGene00005801	
WBGene00005802	
WBGene00005803	
WBGene00005804	
WBGene00005806	
WBGene00005807	
WBGene00005808	
WBGene00005809	
WBGene00005810	
WBGene00005813	
WBGene00005814	
WBGene00005815	
WBGene00005816	
WBGene00005818	
WBGene00005819	
WBGene00005820	
WBGene00005823	
WBGene00005824	
WBGene00005826	
WBGene00005829	
WBGene00005830	
WBGene00005831	
WBGene00005832	
WBGene00005833	
WBGene00005834	
WBGene00005835	
WBGene00005836	
WBGene00005837	
WBGene00005838	
WBGene00005841	
WBGene00005842	
WBGene00005844	
WBGene00005845	
WBGene00005846	
WBGene00005847	
WBGene00005848	
WBGene00005849	
WBGene00005850	
WBGene00005854	
WBGene00005855	
WBGene00005856	
WBGene00005858	
WBGene00005859	
WBGene00005860	
WBGene00005862	
WBGene00005864	
WBGene00005865	
WBGene00005866	
WBGene00005867	
WBGene00005868	
WBGene00005869	
WBGene00005870	
WBGene00005871	
WBGene00005874	
WBGene00005876	
WBGene00005877	
WBGene00005880	
WBGene00005881	
WBGene00005882	
WBGene00005883	
WBGene00005884	
WBGene00005885	
WBGene00005886	
WBGene00005887	
WBGene00005888	
WBGene00005889	
WBGene00005890	
WBGene00005891	
WBGene00005892	
WBGene00005893	
WBGene00005894	
WBGene00005895	
WBGene00005896	
WBGene00005897	
WBGene00005898	
WBGene00005899	
WBGene00005900	
WBGene00005901	
WBGene00005903	
WBGene00005904	
WBGene00005905	
WBGene00005907	
WBGene00005908	
WBGene00005909	
WBGene00005910	
WBGene00005911	
WBGene00005912	
WBGene00005913	
WBGene00005914	
WBGene00005915	
WBGene00005917	
WBGene00005919	
WBGene00005920	
WBGene00005922	
WBGene00005923	
WBGene00005924	
WBGene00005925	
WBGene00005927	
WBGene00005929	
WBGene00005930	
WBGene00005931	
WBGene00005932	
WBGene00005933	
WBGene00005934	O45767
WBGene00005935	
WBGene00005936	P34490
WBGene00005937	
WBGene00005938	
WBGene00005939	
WBGene00005941	
WBGene00005942	
WBGene00005945	
WBGene00005947	
WBGene00005949	
WBGene00005950	
WBGene00005951	
WBGene00005953	
WBGene00005954	
WBGene00005955	
WBGene00005956	
WBGene00005957	
WBGene00005958	
WBGene00005959	
WBGene00005964	
WBGene00005965	
WBGene00005967	
WBGene00005968	
WBGene00005969	
WBGene00005971	
WBGene00005973	
WBGene00005975	
WBGene00005976	
WBGene00005977	
WBGene00005978	
WBGene00005979	
WBGene00005981	
WBGene00005983	
WBGene00005984	
WBGene00005986	
WBGene00005987	
WBGene00005988	
WBGene00005989	
WBGene00005992	
WBGene00005993	
WBGene00005995	
WBGene00005996	
WBGene00005999	
WBGene00006001	
WBGene00006002	
WBGene00006003	
WBGene00006004	
WBGene00006005	
WBGene00006006	
WBGene00006007	
WBGene00006008	
WBGene00006009	
WBGene00006010	
WBGene00006011	
WBGene00006012	
WBGene00006013	
WBGene00006016	
WBGene00006019	
WBGene00006020	
WBGene00006021	
WBGene00006022	
WBGene00006024	
WBGene00006025	
WBGene00006026	
WBGene00006027	
WBGene00006028	
WBGene00006038	Q23058
WBGene00006039	Q21289
WBGene00006040	Q23058
WBGene00006044	P91499
WBGene00006047	O01829
WBGene00006048	Q9XXL3
WBGene00006049	O45433
WBGene00006050	
WBGene00006051	
WBGene00006052	
WBGene00006053	
WBGene00006055	
WBGene00006056	
WBGene00006058	
WBGene00006059	
WBGene00006060	
WBGene00006061	
WBGene00006062	Q93646
WBGene00006063	Q19200
WBGene00006063	
WBGene00006064	Q19958
WBGene00006065	Q20657
WBGene00006066	Q22165
WBGene00006067	
WBGene00006068	
WBGene00006069	
WBGene00006070	
WBGene00006071	
WBGene00006072	
WBGene00006073	
WBGene00006074	
WBGene00006075	
WBGene00006076	
WBGene00006077	
WBGene00006078	
WBGene00006080	
WBGene00006081	
WBGene00006082	
WBGene00006083	
WBGene00006084	
WBGene00006085	
WBGene00006086	
WBGene00006087	
WBGene00006090	
WBGene00006092	
WBGene00006093	
WBGene00006094	
WBGene00006096	
WBGene00006097	
WBGene00006098	
WBGene00006099	
WBGene00006101	
WBGene00006102	
WBGene00006103	
WBGene00006104	
WBGene00006105	
WBGene00006106	
WBGene00006108	
WBGene00006109	
WBGene00006110	
WBGene00006111	
WBGene00006112	
WBGene00006113	
WBGene00006117	
WBGene00006120	
WBGene00006121	
WBGene00006122	
WBGene00006124	
WBGene00006125	
WBGene00006126	
WBGene00006127	
WBGene00006128	
WBGene00006129	
WBGene00006130	
WBGene00006131	
WBGene00006133	
WBGene00006134	
WBGene00006135	
WBGene00006136	
WBGene00006137	
WBGene00006138	
WBGene00006139	
WBGene00006140	
WBGene00006141	
WBGene00006142	
WBGene00006143	
WBGene00006144	
WBGene00006145	
WBGene00006146	
WBGene00006147	
WBGene00006148	
WBGene00006149	
WBGene00006150	
WBGene00006151	
WBGene00006152	
WBGene00006153	
WBGene00006154	
WBGene00006155	
WBGene00006156	
WBGene00006157	
WBGene00006158	
WBGene00006159	
WBGene00006160	
WBGene00006161	
WBGene00006162	
WBGene00006163	
WBGene00006164	
WBGene00006165	
WBGene00006166	
WBGene00006167	
WBGene00006169	
WBGene00006170	
WBGene00006171	
WBGene00006172	
WBGene00006173	
WBGene00006174	
WBGene00006175	
WBGene00006176	
WBGene00006178	
WBGene00006179	
WBGene00006180	
WBGene00006182	
WBGene00006183	
WBGene00006184	
WBGene00006186	
WBGene00006187	
WBGene00006188	
WBGene00006189	
WBGene00006190	
WBGene00006191	
WBGene00006192	
WBGene00006193	
WBGene00006195	
WBGene00006196	
WBGene00006197	
WBGene00006198	
WBGene00006199	
WBGene00006200	
WBGene00006201	
WBGene00006202	
WBGene00006203	
WBGene00006204	
WBGene00006205	
WBGene00006206	
WBGene00006207	
WBGene00006208	
WBGene00006209	
WBGene00006210	
WBGene00006211	
WBGene00006212	
WBGene00006213	
WBGene00006214	
WBGene00006215	
WBGene00006216	
WBGene00006217	
WBGene00006218	
WBGene00006219	
WBGene00006220	
WBGene00006221	
WBGene00006222	
WBGene00006224	
WBGene00006225	
WBGene00006226	
WBGene00006228	
WBGene00006229	
WBGene00006230	
WBGene00006231	
WBGene00006232	
WBGene00006233	
WBGene00006234	
WBGene00006235	
WBGene00006236	
WBGene00006237	
WBGene00006238	
WBGene00006239	
WBGene00006240	
WBGene00006241	
WBGene00006242	
WBGene00006244	
WBGene00006247	
WBGene00006249	
WBGene00006251	
WBGene00006252	
WBGene00006253	
WBGene00006256	
WBGene00006257	
WBGene00006258	
WBGene00006259	
WBGene00006260	
WBGene00006261	
WBGene00006262	
WBGene00006263	
WBGene00006264	
WBGene00006265	
WBGene00006266	
WBGene00006268	
WBGene00006270	
WBGene00006271	
WBGene00006272	
WBGene00006273	
WBGene00006274	
WBGene00006275	
WBGene00006276	
WBGene00006277	
WBGene00006278	
WBGene00006279	
WBGene00006280	
WBGene00006281	
WBGene00006282	
WBGene00006283	
WBGene00006284	
WBGene00006286	
WBGene00006287	
WBGene00006288	
WBGene00006289	
WBGene00006306	
WBGene00006307	
WBGene00006308	Q21376
WBGene00006309	
WBGene00006310	
WBGene00006311	Q20924
WBGene00006318	O17185
WBGene00006319	Q17374
WBGene00006321	
WBGene00006324	G5EFD9
WBGene00006331	
WBGene00006342	
WBGene00006349	Q10669
WBGene00006351	Q21166
WBGene00006352	G5EDR3
WBGene00006353	
WBGene00006359	Q10580
WBGene00006359	
WBGene00006363	Q86NH1
WBGene00006364	Q21049
WBGene00006365	B1Q236
WBGene00006366	
WBGene00006367	Q22708
WBGene00006367	
WBGene00006368	
WBGene00006369	
WBGene00006371	Q20024
WBGene00006372	Q20574
WBGene00006373	Q20797
WBGene00006374	P91409
WBGene00006375	
WBGene00006376	
WBGene00006377	
WBGene00006379	
WBGene00006380	
WBGene00006381	G5ECG0
WBGene00006382	G5EGM3
WBGene00006383	Q9TYN3
WBGene00006384	
WBGene00006385	
WBGene00006386	
WBGene00006387	
WBGene00006388	
WBGene00006389	
WBGene00006390	
WBGene00006391	
WBGene00006392	
WBGene00006393	
WBGene00006394	
WBGene00006395	
WBGene00006396	
WBGene00006397	
WBGene00006399	
WBGene00006402	G5EFP5
WBGene00006404	
WBGene00006405	
WBGene00006406	
WBGene00006407	
WBGene00006408	
WBGene00006409	
WBGene00006410	
WBGene00006411	
WBGene00006412	Q9XTG1
WBGene00006412	
WBGene00006414	
WBGene00006415	
WBGene00006416	Q27522
WBGene00006418	
WBGene00006419	
WBGene00006423	G5EFF1
WBGene00006423	
WBGene00006424	Q20595
WBGene00006428	
WBGene00006429	
WBGene00006430	P46064
WBGene00006431	Q11100
WBGene00006432	
WBGene00006433	Q09545
WBGene00006434	
WBGene00006435	O16925
WBGene00006435	
WBGene00006436	G4SLH0
WBGene00006436	
WBGene00006437	O01583
WBGene00006437	
WBGene00006438	
WBGene00006439	
WBGene00006440	
WBGene00006441	
WBGene00006442	
WBGene00006443	G5EFU0
WBGene00006444	B7WN72
WBGene00006445	
WBGene00006446	O17850
WBGene00006447	Q9XVS1
WBGene00006448	Q09253
WBGene00006449	P34681
WBGene00006450	
WBGene00006452	O17271
WBGene00006454	G5EEN8
WBGene00006459	
WBGene00006460	Q19775
WBGene00006461	
WBGene00006462	
WBGene00006463	
WBGene00006464	O76612
WBGene00006465	
WBGene00006466	
WBGene00006467	
WBGene00006468	
WBGene00006470	
WBGene00006471	
WBGene00006472	
WBGene00006473	Q09524
WBGene00006474	Q17963
WBGene00006475	
WBGene00006476	
WBGene00006477	
WBGene00006478	Q9XXA7
WBGene00006479	Q11080
WBGene00006481	
WBGene00006483	
WBGene00006484	
WBGene00006486	
WBGene00006487	
WBGene00006488	
WBGene00006489	
WBGene00006490	
WBGene00006491	
WBGene00006492	
WBGene00006493	
WBGene00006494	Q9XTQ7
WBGene00006495	H2KYS8
WBGene00006496	
WBGene00006497	Q19329
WBGene00006498	G5EGQ6
WBGene00006498	
WBGene00006499	
WBGene00006503	
WBGene00006504	
WBGene00006505	Q9XWE9
