Gene stable ID	Human gene stable ID	Human orthology confidence [0 low, 1 high]
FBgn0030082	ENSG00000122565	1
FBgn0051040	ENSG00000168434	1
FBgn0267305		
FBgn0011725	ENSG00000138767	0
FBgn0011725	ENSG00000113300	0
FBgn0011725	ENSG00000013523	0
FBgn0262984		
FBgn0267956		
FBgn0001197	ENSG00000105968	1
FBgn0001197	ENSG00000164032	1
FBgn0036937	ENSG00000116032	0
FBgn0036937	ENSG00000149403	0
FBgn0036937	ENSG00000152578	0
FBgn0036937	ENSG00000182771	0
FBgn0036937	ENSG00000161509	0
FBgn0036937	ENSG00000198785	0
FBgn0036937	ENSG00000164418	0
FBgn0036937	ENSG00000171189	0
FBgn0036937	ENSG00000155511	0
FBgn0036937	ENSG00000120251	0
FBgn0036937	ENSG00000273079	0
FBgn0036937	ENSG00000152208	0
FBgn0036937	ENSG00000105464	0
FBgn0036937	ENSG00000125675	0
FBgn0036937	ENSG00000183454	0
FBgn0036937	ENSG00000163873	0
FBgn0036937	ENSG00000105737	0
FBgn0023545	ENSG00000142892	1
FBgn0004414		
FBgn0083034		
FBgn0014019	ENSG00000122375	0
FBgn0259993		
FBgn0030826		
FBgn0264432		
FBgn0267760		
FBgn0032217	ENSG00000125912	1
FBgn0035876	ENSG00000164751	0
FBgn0265805		
FBgn0050389	ENSG00000204178	1
FBgn0262988		
FBgn0039774	ENSG00000188611	1
FBgn0039774	ENSG00000204147	0
FBgn0050110		
FBgn0037601		
FBgn0035154	ENSG00000121064	1
FBgn0250819		
FBgn0003447	ENSG00000186765	1
FBgn0003447	ENSG00000075618	1
FBgn0003447	ENSG00000106328	0
FBgn0266145		
FBgn0264879		
FBgn0267807		
FBgn0263240		
FBgn0037555	ENSG00000173011	1
FBgn0263339		
FBgn0026063		
FBgn0037122		
FBgn0030803		
FBgn0025741	ENSG00000130827	1
FBgn0025741	ENSG00000076356	1
FBgn0025741	ENSG00000221866	1
FBgn0025741	ENSG00000114554	1
FBgn0266389		
FBgn0053285	ENSG00000165730	0
FBgn0053285	ENSG00000173320	0
FBgn0050051	ENSG00000151353	1
FBgn0266851		
FBgn0003964	ENSG00000204231	0
FBgn0003964	ENSG00000101076	0
FBgn0003964	ENSG00000185551	0
FBgn0003964	ENSG00000186350	0
FBgn0003964	ENSG00000143171	0
FBgn0003964	ENSG00000177463	0
FBgn0003964	ENSG00000164749	0
FBgn0003964	ENSG00000160113	0
FBgn0003964	ENSG00000120798	0
FBgn0015571	ENSG00000146938	0
FBgn0015571	ENSG00000165246	0
FBgn0015571	ENSG00000172828	0
FBgn0015571	ENSG00000196338	0
FBgn0015571	ENSG00000087085	0
FBgn0015571	ENSG00000169992	0
FBgn0015571	ENSG00000172824	0
FBgn0015571	ENSG00000198848	0
FBgn0015571	ENSG00000170835	0
FBgn0015571	ENSG00000042832	0
FBgn0015571	ENSG00000172831	0
FBgn0015571	ENSG00000159398	0
FBgn0015571	ENSG00000169760	0
FBgn0260454	ENSG00000078668	0
FBgn0046253	ENSG00000148120	0
FBgn0046253	ENSG00000142327	0
FBgn0046253	ENSG00000164307	0
FBgn0046253	ENSG00000164308	0
FBgn0046253	ENSG00000072657	0
FBgn0046253	ENSG00000113441	0
FBgn0046253	ENSG00000176393	0
FBgn0046253	ENSG00000172901	0
FBgn0046253	ENSG00000166825	0
FBgn0053964		
FBgn0036843	ENSG00000156398	1
FBgn0004588		
FBgn0262300		
FBgn0030189		
FBgn0086704	ENSG00000154007	0
FBgn0030927		
FBgn0004364		
FBgn0043069	ENSG00000148655	0
FBgn0036761	ENSG00000156603	1
FBgn0033308		
FBgn0260639	ENSG00000131462	1
FBgn0037561	ENSG00000111364	1
FBgn0004782		
FBgn0263411		
FBgn0265276		
FBgn0004655	ENSG00000062650	0
FBgn0027342	ENSG00000174804	1
FBgn0259962		
FBgn0034439	ENSG00000099219	1
FBgn0051242		
FBgn0263340		
FBgn0266843		
FBgn0265721		
FBgn0034740	ENSG00000112232	0
FBgn0034740	ENSG00000112531	0
FBgn0034740	ENSG00000121774	0
FBgn0034740	ENSG00000131773	0
FBgn0085421		
FBgn0035718	ENSG00000144410	0
FBgn0035718	ENSG00000165078	0
FBgn0035718	ENSG00000080618	0
FBgn0035718	ENSG00000128510	0
FBgn0035718	ENSG00000158516	0
FBgn0035718	ENSG00000153002	0
FBgn0035718	ENSG00000158525	0
FBgn0035718	ENSG00000163751	0
FBgn0035718	ENSG00000091704	0
FBgn0263144	ENSG00000146834	0
FBgn0040726		
FBgn0027535	ENSG00000012232	1
FBgn0034484		
FBgn0031008		
FBgn0265904		
FBgn0039395		
FBgn0037943	ENSG00000120314	1
FBgn0085487	ENSG00000151006	0
FBgn0085487	ENSG00000178226	0
FBgn0039733		
FBgn0265450		
FBgn0266709	ENSG00000004838	1
FBgn0266709	ENSG00000166343	0
FBgn0266709	ENSG00000165724	0
FBgn0032065		
FBgn0266593		
FBgn0266782		
FBgn0053414		
FBgn0033844	ENSG00000111666	1
FBgn0033844	ENSG00000134255	1
FBgn0041252		
FBgn0038894		
FBgn0025629	ENSG00000037897	1
FBgn0032395	ENSG00000167716	1
FBgn0011576	ENSG00000186204	0
FBgn0011576	ENSG00000171954	0
FBgn0011576	ENSG00000186529	0
FBgn0011576	ENSG00000186160	0
FBgn0011576	ENSG00000186377	0
FBgn0011576	ENSG00000186115	0
FBgn0011576	ENSG00000137869	0
FBgn0011576	ENSG00000145476	0
FBgn0011576	ENSG00000187048	0
FBgn0011576	ENSG00000162365	0
FBgn0011576	ENSG00000186526	0
FBgn0011576	ENSG00000171903	0
FBgn0011576	ENSG00000142973	0
FBgn0263771		
FBgn0030791	ENSG00000157191	1
FBgn0035866	ENSG00000165997	1
FBgn0263143		
FBgn0037360	ENSG00000278311	1
FBgn0262837		
FBgn0086025		
FBgn0264505		
FBgn0013576		
FBgn0267294		
FBgn0015926		
FBgn0266139		
FBgn0004168	ENSG00000179097	0
FBgn0004168	ENSG00000135312	0
FBgn0004168	ENSG00000158748	0
FBgn0004168	ENSG00000168830	0
FBgn0042182	ENSG00000178467	0
FBgn0042182	ENSG00000149380	0
FBgn0026309	ENSG00000180917	1
FBgn0044051		
FBgn0259838		
FBgn0037765	ENSG00000066322	0
FBgn0037765	ENSG00000164181	0
FBgn0083008		
FBgn0083018		
FBgn0030447		
FBgn0035926		
FBgn0000303	ENSG00000070748	1
FBgn0003714	ENSG00000128626	1
FBgn0266208		
FBgn0039167		
FBgn0042206	ENSG00000155962	0
FBgn0042206	ENSG00000124194	0
FBgn0042206	ENSG00000169504	0
FBgn0042206	ENSG00000133433	0
FBgn0042206	ENSG00000099984	0
FBgn0042206	ENSG00000148834	0
FBgn0042206	ENSG00000213719	0
FBgn0042206	ENSG00000104381	0
FBgn0042206	ENSG00000276950	0
FBgn0042206	ENSG00000065621	0
FBgn0042206	ENSG00000112782	0
FBgn0042206	ENSG00000169583	0
FBgn0031059		
FBgn0263633		
FBgn0035421	ENSG00000135587	1
FBgn0038811	ENSG00000177192	1
FBgn0259702		
FBgn0032187		
FBgn0035280		
FBgn0032516	ENSG00000168395	1
FBgn0002573	ENSG00000162676	0
FBgn0053844		
FBgn0032639	ENSG00000116176	0
FBgn0032639	ENSG00000095917	0
FBgn0032639	ENSG00000172236	0
FBgn0032639	ENSG00000197253	0
FBgn0266166		
FBgn0038450	ENSG00000197601	1
FBgn0038450	ENSG00000064763	1
FBgn0262983		
FBgn0028978	ENSG00000173334	1
FBgn0028978	ENSG00000196182	0
FBgn0028978	ENSG00000071575	0
FBgn0028978	ENSG00000101255	0
FBgn0265879		
FBgn0040699		
FBgn0036735	ENSG00000179151	1
FBgn0000036		
FBgn0000116	ENSG00000104879	1
FBgn0000116	ENSG00000166165	1
FBgn0000116	ENSG00000223572	1
FBgn0000116	ENSG00000131730	1
FBgn0000116	ENSG00000237289	1
FBgn0266881		
FBgn0264998		
FBgn0004875	ENSG00000172995	0
FBgn0036345		
FBgn0259204		
FBgn0053812	ENSG00000183598	1
FBgn0042187	ENSG00000151006	0
FBgn0042187	ENSG00000178226	0
FBgn0033663		
FBgn0030738	ENSG00000163166	0
FBgn0030738	ENSG00000182898	0
FBgn0030738	ENSG00000100583	0
FBgn0024992	ENSG00000197912	1
FBgn0031936		
FBgn0034490		
FBgn0034681		
FBgn0025592	ENSG00000198814	1
FBgn0025592	ENSG00000196475	1
FBgn0025592	ENSG00000229894	1
FBgn0265650		
FBgn0035825	ENSG00000268279	0
FBgn0035825	ENSG00000170876	1
FBgn0035020	ENSG00000163683	1
FBgn0267448		
FBgn0037781	ENSG00000115392	0
FBgn0003132	ENSG00000172531	1
FBgn0003132	ENSG00000186298	1
FBgn0031229	ENSG00000060688	1
FBgn0001330	ENSG00000150990	1
FBgn0262899		
FBgn0034418	ENSG00000172932	1
FBgn0034418	ENSG00000076513	1
FBgn0034418	ENSG00000198720	1
FBgn0035544		
FBgn0029175	ENSG00000151348	1
FBgn0036361		
FBgn0027054	ENSG00000138663	1
FBgn0035120		
FBgn0052855		
FBgn0039190		
FBgn0052129		
FBgn0262519		
FBgn0036819	ENSG00000003249	0
FBgn0036819	ENSG00000047579	0
FBgn0036819	ENSG00000244274	0
FBgn0015527	ENSG00000080608	0
FBgn0264700		
FBgn0032649	ENSG00000183833	0
FBgn0032649	ENSG00000285585	0
FBgn0036685	ENSG00000108091	1
FBgn0037078		
FBgn0042129		
FBgn0004646		
FBgn0001083		
FBgn0085455		
FBgn0038435		
FBgn0053508		
FBgn0267886		
FBgn0085458		
FBgn0259973		
FBgn0041706		
FBgn0034769		
FBgn0264442		
FBgn0032603		
FBgn0052329		
FBgn0003386		
FBgn0032318		
FBgn0264997		
FBgn0014026		
FBgn0038481		
FBgn0263408		
FBgn0026164		
FBgn0037964		
FBgn0037602		
FBgn0011668		
FBgn0039801		
FBgn0038981		
FBgn0013753	ENSG00000067955	1
FBgn0034263		
FBgn0039522	ENSG00000114473	0
FBgn0004057	ENSG00000160211	1
FBgn0032486		
FBgn0033867		
FBgn0031322	ENSG00000172404	0
FBgn0031322	ENSG00000137094	0
FBgn0031322	ENSG00000179407	0
FBgn0031322	ENSG00000105993	0
FBgn0031322	ENSG00000164031	0
FBgn0031322	ENSG00000132002	0
FBgn0031322	ENSG00000135924	0
FBgn0031322	ENSG00000148719	0
FBgn0032193		
FBgn0267441		
FBgn0036363		
FBgn0037882	ENSG00000104129	1
FBgn0031600	ENSG00000181704	1
FBgn0063380		
FBgn0003302		
FBgn0010342		
FBgn0027836	ENSG00000100226	1
FBgn0035016		
FBgn0040524		
FBgn0011935		
FBgn0052544		
FBgn0031005	ENSG00000162040	1
FBgn0286040		
FBgn0020236	ENSG00000131473	1
FBgn0039299		
FBgn0266821		
FBgn0028377		
FBgn0262001		
FBgn0000412		
FBgn0001099	ENSG00000128185	1
FBgn0001099	ENSG00000278817	1
FBgn0001099	ENSG00000183628	1
FBgn0001099	ENSG00000283809	1
FBgn0266196		
FBgn0266972		
FBgn0034964	ENSG00000164880	1
FBgn0011336	ENSG00000163527	1
FBgn0036504		
FBgn0263970		
FBgn0032554		
FBgn0004102		
FBgn0264484		
FBgn0053120		
FBgn0013698		
FBgn0032706	ENSG00000151704	0
FBgn0032706	ENSG00000115474	0
FBgn0032706	ENSG00000177807	1
FBgn0032706	ENSG00000157551	1
FBgn0267653		
FBgn0050271		
FBgn0283468	ENSG00000166167	1
FBgn0034834	ENSG00000063244	1
FBgn0020277		
FBgn0030465		
FBgn0051217		
FBgn0085433	ENSG00000171444	0
FBgn0085433	ENSG00000130307	0
FBgn0033395	ENSG00000186204	0
FBgn0033395	ENSG00000171954	0
FBgn0033395	ENSG00000186529	0
FBgn0033395	ENSG00000186160	0
FBgn0033395	ENSG00000186377	0
FBgn0033395	ENSG00000186115	0
FBgn0033395	ENSG00000137869	0
FBgn0033395	ENSG00000145476	0
FBgn0033395	ENSG00000187048	0
FBgn0033395	ENSG00000162365	0
FBgn0033395	ENSG00000186526	0
FBgn0033395	ENSG00000171903	0
FBgn0033395	ENSG00000142973	0
FBgn0259234		
FBgn0028697	ENSG00000174748	1
FBgn0034647		
FBgn0005617	ENSG00000188895	0
FBgn0039755		
FBgn0039924	ENSG00000150867	1
FBgn0034143	ENSG00000197601	1
FBgn0034143	ENSG00000064763	1
FBgn0036438		
FBgn0085481		
FBgn0040918	ENSG00000154227	1
FBgn0040918	ENSG00000090661	1
FBgn0040918	ENSG00000139624	1
FBgn0040918	ENSG00000143418	1
FBgn0040918	ENSG00000172292	1
FBgn0084008		
FBgn0026375		
FBgn0003710		
FBgn0013674	ENSG00000198804	1
FBgn0026872	ENSG00000261130	0
FBgn0026872	ENSG00000156968	0
FBgn0028567		
FBgn0264705		
FBgn0265595		
FBgn0026592		
FBgn0037874	ENSG00000133112	1
FBgn0086070		
FBgn0266459		
FBgn0085352		
FBgn0033450	ENSG00000155858	0
FBgn0027565		
FBgn0038532		
FBgn0264488		
FBgn0267522		
FBgn0029966	ENSG00000116032	0
FBgn0029966	ENSG00000149403	0
FBgn0029966	ENSG00000152578	0
FBgn0029966	ENSG00000182771	0
FBgn0029966	ENSG00000161509	0
FBgn0029966	ENSG00000198785	0
FBgn0029966	ENSG00000164418	0
FBgn0029966	ENSG00000171189	0
FBgn0029966	ENSG00000155511	0
FBgn0029966	ENSG00000120251	0
FBgn0029966	ENSG00000273079	0
FBgn0029966	ENSG00000152208	0
FBgn0029966	ENSG00000105464	0
FBgn0029966	ENSG00000125675	0
FBgn0029966	ENSG00000183454	0
FBgn0029966	ENSG00000163873	0
FBgn0029966	ENSG00000105737	0
FBgn0265793		
FBgn0036732	ENSG00000137491	0
FBgn0034898		
FBgn0023513	ENSG00000146263	0
FBgn0064227		
FBgn0037063		
FBgn0267680		
FBgn0264902		
FBgn0030262		
FBgn0032393	ENSG00000272897	0
FBgn0032393	ENSG00000244005	1
FBgn0267021		
FBgn0032400	ENSG00000176046	0
FBgn0032400	ENSG00000185290	0
FBgn0034433	ENSG00000107295	0
FBgn0034433	ENSG00000120896	0
FBgn0034433	ENSG00000156463	0
FBgn0034433	ENSG00000172985	0
FBgn0034433	ENSG00000109686	0
FBgn0031407	ENSG00000180481	0
FBgn0031407	ENSG00000173401	0
FBgn0267675		
FBgn0050366		
FBgn0264704		
FBgn0036479		
FBgn0265784	ENSG00000157613	0
FBgn0265784	ENSG00000213676	0
FBgn0265784	ENSG00000107175	0
FBgn0265784	ENSG00000123268	0
FBgn0053373		
FBgn0050372		
FBgn0050296		
FBgn0030780		
FBgn0259211		
FBgn0036078		
FBgn0034270	ENSG00000165195	1
FBgn0032638	ENSG00000116176	0
FBgn0032638	ENSG00000095917	0
FBgn0032638	ENSG00000172236	0
FBgn0032638	ENSG00000197253	0
FBgn0040336	ENSG00000168000	1
FBgn0027793	ENSG00000121310	0
FBgn0027793	ENSG00000153046	0
FBgn0027793	ENSG00000129873	0
FBgn0027793	ENSG00000182415	0
FBgn0027793	ENSG00000172352	0
FBgn0027793	ENSG00000172288	0
FBgn0027793	ENSG00000166446	0
FBgn0027793	ENSG00000148090	0
FBgn0051706		
FBgn0266618		
FBgn0053823		
FBgn0020880		
FBgn0052425	ENSG00000168014	0
FBgn0026713	ENSG00000140829	1
FBgn0259834	ENSG00000165449	0
FBgn0259834	ENSG00000152779	0
FBgn0259834	ENSG00000108932	0
FBgn0259834	ENSG00000168679	0
FBgn0259834	ENSG00000170190	0
FBgn0259834	ENSG00000174326	0
FBgn0259834	ENSG00000118596	0
FBgn0259834	ENSG00000174327	0
FBgn0259834	ENSG00000155380	0
FBgn0259834	ENSG00000163053	0
FBgn0259834	ENSG00000147100	0
FBgn0259834	ENSG00000112394	0
FBgn0259834	ENSG00000100156	0
FBgn0259834	ENSG00000141526	0
FBgn0284247		
FBgn0266826		
FBgn0034173		
FBgn0262540		
FBgn0085447		
FBgn0020415	ENSG00000133063	0
FBgn0020415	ENSG00000133048	0
FBgn0020415	ENSG00000064886	0
FBgn0020415	ENSG00000085465	0
FBgn0020415	ENSG00000134216	0
FBgn0063491	ENSG00000155962	0
FBgn0063491	ENSG00000124194	0
FBgn0063491	ENSG00000169504	0
FBgn0063491	ENSG00000133433	0
FBgn0063491	ENSG00000099984	0
FBgn0063491	ENSG00000148834	0
FBgn0063491	ENSG00000159212	0
FBgn0063491	ENSG00000213719	0
FBgn0063491	ENSG00000104381	0
FBgn0063491	ENSG00000276950	0
FBgn0063491	ENSG00000065621	0
FBgn0063491	ENSG00000112782	0
FBgn0063491	ENSG00000169583	0
FBgn0261709		
FBgn0013307	ENSG00000155096	0
FBgn0013307	ENSG00000142920	0
FBgn0013307	ENSG00000115758	0
FBgn0267235		
FBgn0267703		
FBgn0036346	ENSG00000144199	0
FBgn0036346	ENSG00000115042	0
FBgn0039861	ENSG00000128191	1
FBgn0036585		
FBgn0037093	ENSG00000065883	0
FBgn0264832		
FBgn0259174		
FBgn0030816	ENSG00000123643	0
FBgn0030816	ENSG00000139209	0
FBgn0030816	ENSG00000166558	0
FBgn0030816	ENSG00000017483	0
FBgn0030816	ENSG00000101438	0
FBgn0030816	ENSG00000139974	0
FBgn0030816	ENSG00000180773	0
FBgn0030816	ENSG00000103042	0
FBgn0030816	ENSG00000111371	0
FBgn0030816	ENSG00000177058	0
FBgn0030816	ENSG00000134294	0
FBgn0030816	ENSG00000188338	0
FBgn0030816	ENSG00000186335	0
FBgn0030816	ENSG00000186334	0
FBgn0023143		
FBgn0035572		
FBgn0262595		
FBgn0035772		
FBgn0045980	ENSG00000119638	0
FBgn0263654		
FBgn0263048		
FBgn0053496		
FBgn0284411		
FBgn0266020		
FBgn0035137		
FBgn0003567	ENSG00000198816	0
FBgn0003567	ENSG00000218891	0
FBgn0003567	ENSG00000167394	0
FBgn0029176	ENSG00000254772	1
FBgn0039994	ENSG00000146376	0
FBgn0039994	ENSG00000088756	0
FBgn0039994	ENSG00000124143	0
FBgn0003079		
FBgn0037323		
FBgn0034058	ENSG00000131779	1
FBgn0034058	ENSG00000166821	1
FBgn0262580		
FBgn0262624	ENSG00000197753	1
FBgn0262624	ENSG00000187416	1
FBgn0262624	ENSG00000156959	1
FBgn0032285		
FBgn0265182	ENSG00000107281	0
FBgn0031719		
FBgn0035792		
FBgn0030103		
FBgn0263415		
FBgn0030223	ENSG00000148120	0
FBgn0030223	ENSG00000142327	0
FBgn0030223	ENSG00000164307	0
FBgn0030223	ENSG00000164308	0
FBgn0030223	ENSG00000072657	0
FBgn0030223	ENSG00000113441	0
FBgn0030223	ENSG00000176393	0
FBgn0030223	ENSG00000172901	0
FBgn0030223	ENSG00000166825	0
FBgn0040212	ENSG00000116906	0
FBgn0010042	ENSG00000155962	0
FBgn0010042	ENSG00000124194	0
FBgn0010042	ENSG00000169504	0
FBgn0010042	ENSG00000133433	0
FBgn0010042	ENSG00000099984	0
FBgn0010042	ENSG00000148834	0
FBgn0010042	ENSG00000213719	0
FBgn0010042	ENSG00000104381	0
FBgn0010042	ENSG00000276950	0
FBgn0010042	ENSG00000065621	0
FBgn0010042	ENSG00000112782	0
FBgn0010042	ENSG00000169583	0
FBgn0025639		
FBgn0039075	ENSG00000064999	0
FBgn0014388	ENSG00000168939	0
FBgn0014388	ENSG00000187678	0
FBgn0014388	ENSG00000164056	0
FBgn0014388	ENSG00000136158	0
FBgn0022361	ENSG00000172733	1
FBgn0022361	ENSG00000185129	1
FBgn0022361	ENSG00000146676	1
FBgn0028969	ENSG00000095139	1
FBgn0026401	ENSG00000164190	0
FBgn0023076	ENSG00000029153	0
FBgn0023076	ENSG00000166049	0
FBgn0023076	ENSG00000172379	0
FBgn0023076	ENSG00000170485	0
FBgn0058470		
FBgn0036505	ENSG00000112208	0
FBgn0260466	ENSG00000141485	1
FBgn0260466	ENSG00000007216	1
FBgn0260466	ENSG00000164707	1
FBgn0260466	ENSG00000158296	1
FBgn0260466	ENSG00000081800	1
FBgn0037470	ENSG00000164329	0
FBgn0038282		
FBgn0264467		
FBgn0267732		
FBgn0266893		
FBgn0266968		
FBgn0037643	ENSG00000136143	0
FBgn0032680	ENSG00000102898	1
FBgn0263337		
FBgn0053359		
FBgn0053426		
FBgn0034527	ENSG00000100897	1
FBgn0034527	ENSG00000259371	0
FBgn0262461		
FBgn0267674		
FBgn0035552	ENSG00000110777	0
FBgn0085325		
FBgn0036639		
FBgn0038652		
FBgn0264721		
FBgn0003380		
FBgn0034946		
FBgn0025740	ENSG00000004399	0
FBgn0030599		
FBgn0262370	ENSG00000207630	1
FBgn0262370	ENSG00000284179	1
FBgn0263081		
FBgn0030406	ENSG00000117174	0
FBgn0041630	ENSG00000213614	1
FBgn0041630	ENSG00000260729	0
FBgn0041630	ENSG00000049860	1
FBgn0267996		
FBgn0265923		
FBgn0004367	ENSG00000175054	1
FBgn0051432		
FBgn0013695		
FBgn0065096		
FBgn0039555	ENSG00000175110	1
FBgn0038307	ENSG00000048544	1
FBgn0030974		
FBgn0267671		
FBgn0036996	ENSG00000182333	0
FBgn0036996	ENSG00000107798	0
FBgn0036996	ENSG00000173239	0
FBgn0036996	ENSG00000204021	0
FBgn0036996	ENSG00000204022	0
FBgn0036996	ENSG00000204020	0
FBgn0010772	ENSG00000197976	1
FBgn0020910	ENSG00000140986	1
FBgn0020910	ENSG00000100316	1
FBgn0052751	ENSG00000112299	0
FBgn0052751	ENSG00000093134	0
FBgn0052751	ENSG00000169814	0
FBgn0052751	ENSG00000112303	0
FBgn0035023		
FBgn0082978		
FBgn0013756	ENSG00000047410	0
FBgn0039554	ENSG00000125122	0
FBgn0039554	ENSG00000099364	0
FBgn0039554	ENSG00000197361	0
FBgn0039554	ENSG00000118564	0
FBgn0039554	ENSG00000155034	0
FBgn0039554	ENSG00000182325	0
FBgn0039554	ENSG00000161040	0
FBgn0039554	ENSG00000145743	0
FBgn0039554	ENSG00000107872	0
FBgn0039554	ENSG00000108306	0
FBgn0039554	ENSG00000153558	0
FBgn0039554	ENSG00000145604	0
FBgn0039554	ENSG00000005812	0
FBgn0039554	ENSG00000183580	0
FBgn0267794		
FBgn0039830	ENSG00000135390	1
FBgn0265871		
FBgn0261455		
FBgn0032260		
FBgn0000560		
FBgn0022027	ENSG00000131475	1
FBgn0037741	ENSG00000101407	0
FBgn0039600		
FBgn0263844		
FBgn0036947		
FBgn0023523		
FBgn0036500	ENSG00000164934	1
FBgn0040080	ENSG00000160360	1
FBgn0260747	ENSG00000106153	1
FBgn0038499	ENSG00000185024	1
FBgn0266711	ENSG00000154582	1
FBgn0266772		
FBgn0034060	ENSG00000075568	0
FBgn0034060	ENSG00000121210	0
FBgn0035823	ENSG00000175766	0
FBgn0035823	ENSG00000135930	0
FBgn0035823	ENSG00000163412	0
FBgn0035823	ENSG00000151247	0
FBgn0034201		
FBgn0039368		
FBgn0052202		
FBgn0032914		
FBgn0037550	ENSG00000261796	0
FBgn0037550	ENSG00000240682	0
FBgn0051835		
FBgn0036499	ENSG00000165169	0
FBgn0039198		
FBgn0004380	ENSG00000131437	1
FBgn0035578		
FBgn0040031	ENSG00000188467	1
FBgn0040031	ENSG00000185052	1
FBgn0040031	ENSG00000140090	1
FBgn0000061		
FBgn0267891		
FBgn0039872	ENSG00000148942	0
FBgn0039872	ENSG00000158865	0
FBgn0039872	ENSG00000117834	0
FBgn0039872	ENSG00000100170	0
FBgn0039872	ENSG00000198743	0
FBgn0039872	ENSG00000115665	0
FBgn0039872	ENSG00000100191	0
FBgn0039872	ENSG00000154025	0
FBgn0039872	ENSG00000140675	0
FBgn0039872	ENSG00000105641	0
FBgn0039872	ENSG00000256870	0
FBgn0086047		
FBgn0262023		
FBgn0285926	ENSG00000183570	0
FBgn0285926	ENSG00000169564	0
FBgn0285926	ENSG00000088247	0
FBgn0285926	ENSG00000197111	0
FBgn0285926	ENSG00000139910	0
FBgn0285926	ENSG00000090097	0
FBgn0285926	ENSG00000159217	0
FBgn0285926	ENSG00000073792	0
FBgn0285926	ENSG00000136231	0
FBgn0285926	ENSG00000107164	0
FBgn0285926	ENSG00000162613	0
FBgn0000317	ENSG00000137474	1
FBgn0037490	ENSG00000152133	1
FBgn0264262		
FBgn0031327		
FBgn0038326	ENSG00000198130	1
FBgn0045473		
FBgn0263980		
FBgn0004643	ENSG00000086827	0
FBgn0259846		
FBgn0010398	ENSG00000165501	1
FBgn0262572		
FBgn0032744	ENSG00000011295	0
FBgn0063391		
FBgn0026250	ENSG00000173674	0
FBgn0026250	ENSG00000198692	0
FBgn0053124	ENSG00000148942	0
FBgn0053124	ENSG00000158865	0
FBgn0053124	ENSG00000117834	0
FBgn0053124	ENSG00000100170	0
FBgn0053124	ENSG00000198743	0
FBgn0053124	ENSG00000115665	0
FBgn0053124	ENSG00000100191	0
FBgn0053124	ENSG00000154025	0
FBgn0053124	ENSG00000140675	0
FBgn0053124	ENSG00000105641	0
FBgn0053124	ENSG00000256870	0
FBgn0051516		
FBgn0031608		
FBgn0037419		
FBgn0034580	ENSG00000133063	0
FBgn0034580	ENSG00000133048	0
FBgn0034580	ENSG00000064886	0
FBgn0034580	ENSG00000085465	0
FBgn0037612	ENSG00000057252	1
FBgn0037612	ENSG00000167780	1
FBgn0267708		
FBgn0011834	ENSG00000116176	0
FBgn0011834	ENSG00000095917	0
FBgn0011834	ENSG00000172236	0
FBgn0011834	ENSG00000197253	0
FBgn0264089		
FBgn0040842		
FBgn0031832	ENSG00000089195	1
FBgn0267819		
FBgn0261801		
FBgn0052099	ENSG00000149313	1
FBgn0037412		
FBgn0020300		
FBgn0267101		
FBgn0038593	ENSG00000166887	1
FBgn0267013		
FBgn0033757	ENSG00000128585	1
FBgn0035542		
FBgn0266421		
FBgn0052093		
FBgn0038056	ENSG00000112146	1
FBgn0031871	ENSG00000111790	0
FBgn0031871	ENSG00000052723	0
FBgn0036183		
FBgn0265806		
FBgn0065097		
FBgn0040892		
FBgn0036757	ENSG00000116032	0
FBgn0036757	ENSG00000149403	0
FBgn0036757	ENSG00000152578	0
FBgn0036757	ENSG00000182771	0
FBgn0036757	ENSG00000161509	0
FBgn0036757	ENSG00000198785	0
FBgn0036757	ENSG00000164418	0
FBgn0036757	ENSG00000171189	0
FBgn0036757	ENSG00000155511	0
FBgn0036757	ENSG00000120251	0
FBgn0036757	ENSG00000273079	0
FBgn0036757	ENSG00000152208	0
FBgn0036757	ENSG00000105464	0
FBgn0036757	ENSG00000125675	0
FBgn0036757	ENSG00000183454	0
FBgn0036757	ENSG00000163873	0
FBgn0036757	ENSG00000105737	0
FBgn0037888	ENSG00000173401	0
FBgn0037888	ENSG00000096006	0
FBgn0036302		
FBgn0039510	ENSG00000007174	1
FBgn0265918		
FBgn0028425		
FBgn0003255		
FBgn0035848	ENSG00000115652	1
FBgn0284419		
FBgn0023388	ENSG00000024422	0
FBgn0023388	ENSG00000135597	0
FBgn0023388	ENSG00000205726	0
FBgn0023388	ENSG00000198399	0
FBgn0023388	ENSG00000013016	0
FBgn0023388	ENSG00000085832	0
FBgn0036783		
FBgn0041094	ENSG00000145358	0
FBgn0041094	ENSG00000168209	0
FBgn0262623		
FBgn0024321	ENSG00000167034	0
FBgn0024321	ENSG00000229544	0
FBgn0024321	ENSG00000163623	0
FBgn0024321	ENSG00000235608	0
FBgn0024321	ENSG00000165066	0
FBgn0024321	ENSG00000136327	0
FBgn0024321	ENSG00000183072	0
FBgn0024321	ENSG00000109705	0
FBgn0024321	ENSG00000136352	0
FBgn0024321	ENSG00000125820	0
FBgn0024321	ENSG00000148826	0
FBgn0024321	ENSG00000125816	0
FBgn0024321	ENSG00000119919	0
FBgn0024321	ENSG00000180053	0
FBgn0263323		
FBgn0030364	ENSG00000161654	0
FBgn0265659		
FBgn0261673	ENSG00000008283	0
FBgn0261673	ENSG00000162144	0
